Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Mai Yamamoto,LV,LV @ NY,08/09/2026,2026,L,26,16,6,11,54.5,4,8,50.0,0,0,0.0,0,1,1,6,1,0,2,2,-20
Rebecca Allen,NY,NY vs. LV,08/09/2026,2026,W,22,13,5,7,71.4,2,4,50.0,1,1,100.0,2,6,8,2,2,1,0,1,+26
Raquel Carrera,NY,NY vs. LV,08/09/2026,2026,W,17,4,2,4,50.0,0,1,0.0,0,0,0.0,2,2,4,2,0,0,1,3,+19
Rebekah Gardner,NY,NY vs. LV,08/09/2026,2026,W,21,11,5,11,45.5,0,1,0.0,1,1,100.0,4,3,7,0,1,1,1,2,+25
Marine Fauthoux,NY,NY vs. LV,08/09/2026,2026,W,22,2,1,2,50.0,0,0,0.0,0,2,0.0,0,3,3,9,0,0,2,0,+21
Lexi Held,PHX,PHX @ WSH,08/09/2026,2026,L,16,7,3,7,42.9,1,5,20.0,0,0,0.0,0,1,1,1,0,0,1,2,-7
Ezi Magbegor,SEA,SEA @ POR,08/09/2026,2026,L,26,7,3,7,42.9,0,3,0.0,1,1,100.0,0,3,3,6,1,2,0,2,-8
Dominique Malonga,SEA,SEA @ POR,08/09/2026,2026,L,28,21,7,14,50.0,1,4,25.0,6,6,100.0,4,5,9,2,0,2,3,4,0
Natisha Hiedeman,SEA,SEA @ POR,08/09/2026,2026,L,32,2,1,4,25.0,0,2,0.0,0,0,0.0,0,3,3,3,0,0,1,3,-5
Jade Melbourne,SEA,SEA @ POR,08/09/2026,2026,L,29,23,7,15,46.7,4,12,33.3,5,6,83.3,0,2,2,5,1,1,0,3,-8
Jordan Horston,SEA,SEA @ POR,08/09/2026,2026,L,19,17,6,10,60.0,4,6,66.7,1,2,50.0,1,2,3,1,1,0,2,1,+13
Cameron Brink,LA,LA vs. GS,08/09/2026,2026,L,22,7,3,6,50.0,1,3,33.3,0,2,0.0,3,4,7,0,2,1,2,4,-6
Emily Engstler,POR,POR vs. SEA,08/09/2026,2026,W,24,10,4,7,57.1,2,5,40.0,0,0,0.0,0,4,4,1,0,0,0,4,+6
Megan DiLeo,POR,POR vs. SEA,08/09/2026,2026,W,24,11,4,6,66.7,1,3,33.3,2,2,100.0,0,4,4,0,0,1,0,3,+9
Noemie Brochant,PHX,PHX @ WSH,08/09/2026,2026,L,21,13,5,7,71.4,3,4,75.0,0,0,0.0,1,1,2,1,0,0,0,2,+6
Bridget Carleton,POR,POR vs. SEA,08/09/2026,2026,W,29,24,9,19,47.4,4,9,44.4,2,2,100.0,0,6,6,4,1,0,1,0,+11
Angela Dugalic,WSH,WSH vs. PHX,08/09/2026,2026,W,9,0,0,1,0.0,0,1,0.0,0,0,0.0,1,2,3,1,2,0,1,1,-8
Sug Sutton,DAL,DAL @ MIN,08/09/2026,2026,L,9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,4,0,0,1,0,+1
Lucy Olsen,WSH,WSH vs. PHX,08/09/2026,2026,W,4,6,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0,0,0,1,0,1,-3
Rae Burrell,LA,LA vs. GS,08/09/2026,2026,L,32,9,4,7,57.1,1,2,50.0,0,0,0.0,0,3,3,1,1,0,2,2,-5
Ariel Atkins,LA,LA vs. GS,08/09/2026,2026,L,30,9,3,5,60.0,2,4,50.0,1,1,100.0,2,2,4,4,1,0,0,3,-3
Erica Wheeler,LA,LA vs. GS,08/09/2026,2026,L,27,15,6,12,50.0,3,9,33.3,0,0,0.0,0,2,2,4,1,0,1,5,-2
Nneka Ogwumike,LA,LA vs. GS,08/09/2026,2026,L,32,16,7,18,38.9,0,3,0.0,2,2,100.0,3,4,7,3,0,0,4,0,0
Janelle Salaun,GS,GS @ LA,08/09/2026,2026,W,21,8,3,8,37.5,2,6,33.3,0,0,0.0,0,3,3,0,1,0,2,1,-7
Veronica Burton,GS,GS @ LA,08/09/2026,2026,W,29,7,2,6,33.3,0,2,0.0,3,3,100.0,0,0,0,7,3,0,1,0,+9
Gabby Williams,GS,GS @ LA,08/09/2026,2026,W,19,11,5,11,45.5,0,3,0.0,1,2,50.0,0,1,1,1,1,0,1,0,+1
Kayla Thornton,GS,GS @ LA,08/09/2026,2026,W,28,11,4,10,40.0,1,7,14.3,2,2,100.0,1,6,7,1,1,0,3,1,+11
Li Yueru,DAL,DAL @ MIN,08/09/2026,2026,L,27,4,1,3,33.3,0,1,0.0,2,2,100.0,2,4,6,0,0,0,0,0,-8
Kaila Charles,GS,GS @ LA,08/09/2026,2026,W,18,5,2,4,50.0,1,2,50.0,0,0,0.0,2,2,4,3,0,0,1,2,+3
Aziaha James,DAL,DAL @ MIN,08/09/2026,2026,L,15,19,7,10,70.0,1,1,100.0,4,5,80.0,1,5,6,2,0,0,2,1,+8
Nia Coffey,MIN,MIN vs. DAL,08/09/2026,2026,W,14,4,2,5,40.0,0,3,0.0,0,0,0.0,1,3,4,1,1,0,0,0,-1
Dorka Juhasz,MIN,MIN vs. DAL,08/09/2026,2026,W,9,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Antonia Delaere,MIN,MIN vs. DAL,08/09/2026,2026,W,8,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,1,0,0,0,+8
Maya Caldwell,MIN,MIN vs. DAL,08/09/2026,2026,W,10,2,1,2,50.0,0,0,0.0,0,2,0.0,1,1,2,1,1,0,1,1,-4
Cotie McMahon,WSH,WSH vs. PHX,08/09/2026,2026,W,20,13,4,8,50.0,0,3,0.0,5,7,71.4,0,0,0,1,2,0,1,3,-7
Eliska Joklova,MIN,MIN vs. DAL,08/09/2026,2026,W,4,2,0,0,0.0,0,0,0.0,2,2,100.0,0,1,1,0,0,0,0,0,-3
Alicia Florez,WSH,WSH vs. PHX,08/09/2026,2026,W,15,4,2,5,40.0,0,2,0.0,0,2,0.0,0,2,2,2,1,0,0,1,-8
Cassandre Prosper,WSH,WSH vs. PHX,08/09/2026,2026,W,12,3,0,2,0.0,0,2,0.0,3,4,75.0,1,1,2,1,2,0,1,0,-12
Haley Jones,DAL,DAL @ MIN,08/09/2026,2026,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Natasha Cloud,CHI,CHI vs. IND,08/08/2026,2026,L,27,17,6,9,66.7,1,4,25.0,4,4,100.0,1,1,2,4,1,0,2,4,-5
Kiah Stokes,GS,GS @ DAL,08/08/2026,2026,W,26,7,3,4,75.0,1,2,50.0,0,0,0.0,0,7,7,3,0,2,0,4,+21
Cecilia Zandalasini,GS,GS @ DAL,08/08/2026,2026,W,18,5,2,6,33.3,1,3,33.3,0,0,0.0,0,3,3,2,0,0,2,3,+18
Kayla Thornton,GS,GS @ DAL,08/08/2026,2026,W,27,11,4,9,44.4,3,6,50.0,0,0,0.0,2,8,10,3,1,0,2,1,+15
Rachel Banham,CHI,CHI vs. IND,08/08/2026,2026,L,20,17,6,11,54.5,3,8,37.5,2,2,100.0,0,1,1,3,2,0,3,2,+12
Jacy Sheldon,CHI,CHI vs. IND,08/08/2026,2026,L,24,9,3,5,60.0,2,2,100.0,1,2,50.0,0,1,1,2,0,0,1,5,0
Kelsey Mitchell,IND,IND @ CHI,08/08/2026,2026,W,36,27,11,22,50.0,3,9,33.3,2,2,100.0,2,3,5,2,2,1,2,1,+12
Kamilla Cardoso,CHI,CHI vs. IND,08/08/2026,2026,L,26,14,6,13,46.2,0,0,0.0,2,4,50.0,2,7,9,2,1,1,1,0,-12
Azura Stevens,CHI,CHI vs. IND,08/08/2026,2026,L,20,7,3,13,23.1,1,4,25.0,0,0,0.0,2,3,5,0,0,0,1,5,-20
Caitlin Clark,IND,IND @ CHI,08/08/2026,2026,W,36,26,7,15,46.7,5,6,83.3,7,10,70.0,0,4,4,11,2,1,6,3,+5
Lexie Hull,IND,IND @ CHI,08/08/2026,2026,W,19,5,2,5,40.0,1,3,33.3,0,0,0.0,3,3,6,0,0,1,1,3,+26
Aliyah Boston,IND,IND @ CHI,08/08/2026,2026,W,29,13,6,8,75.0,0,1,0.0,1,2,50.0,1,10,11,3,1,2,1,2,+23
Makayla Timpson,IND,IND @ CHI,08/08/2026,2026,W,31,10,5,7,71.4,0,0,0.0,0,1,0.0,0,3,3,3,1,2,1,4,+15
Kaitlyn Chen,GS,GS @ DAL,08/08/2026,2026,W,12,2,1,3,33.3,0,2,0.0,0,0,0.0,0,0,0,5,0,0,1,0,+6
Kaila Charles,GS,GS @ DAL,08/08/2026,2026,W,27,9,4,8,50.0,1,2,50.0,0,0,0.0,3,1,4,0,3,0,0,3,+5
Awak Kuier,DAL,DAL vs. GS,08/08/2026,2026,L,9,4,1,1,100.0,1,1,100.0,1,2,50.0,0,1,1,0,0,2,2,1,+2
Aziaha James,DAL,DAL vs. GS,08/08/2026,2026,L,27,13,3,12,25.0,0,5,0.0,7,11,63.6,2,2,4,1,0,1,1,1,-15
Dana Evans,LV,LV @ MIN,08/08/2026,2026,L,20,11,4,9,44.4,3,5,60.0,0,0,0.0,0,5,5,3,0,0,1,0,-7
Maddy Siegrist,DAL,DAL vs. GS,08/08/2026,2026,L,15,5,1,4,25.0,0,1,0.0,3,4,75.0,3,4,7,0,1,0,0,3,-2
Olivia Miles,MIN,MIN vs. LV,08/08/2026,2026,W,35,26,11,23,47.8,3,7,42.9,1,1,100.0,0,4,4,7,1,0,5,2,+11
Courtney Williams,MIN,MIN vs. LV,08/08/2026,2026,W,33,13,6,11,54.5,1,2,50.0,0,0,0.0,1,6,7,7,2,1,2,5,+17
Napheesa Collier,MIN,MIN vs. LV,08/08/2026,2026,W,35,22,7,14,50.0,5,7,71.4,3,4,75.0,1,5,6,3,1,3,4,3,+7
Natasha Howard,MIN,MIN vs. LV,08/08/2026,2026,W,29,17,7,11,63.6,1,1,100.0,2,2,100.0,6,2,8,6,2,0,1,3,+8
Kayla McBride,MIN,MIN vs. LV,08/08/2026,2026,W,35,15,4,12,33.3,4,8,50.0,3,3,100.0,1,3,4,0,2,0,0,2,+7
Jewell Loyd,LV,LV @ MIN,08/08/2026,2026,L,30,10,4,9,44.4,2,7,28.6,0,0,0.0,0,3,3,2,0,0,1,2,-13
Jackie Young,LV,LV @ MIN,08/08/2026,2026,L,33,23,6,13,46.2,3,6,50.0,8,8,100.0,1,4,5,1,0,0,5,0,-6
Chelsea Gray,LV,LV @ MIN,08/08/2026,2026,L,36,9,4,9,44.4,1,5,20.0,0,0,0.0,1,1,2,6,1,0,2,3,-9
A'ja Wilson,LV,LV @ MIN,08/08/2026,2026,L,33,16,5,17,29.4,1,3,33.3,5,6,83.3,4,4,8,1,1,2,5,2,-11
Sug Sutton,DAL,DAL vs. GS,08/08/2026,2026,L,8,5,2,3,66.7,1,1,100.0,0,0,0.0,0,0,0,0,2,0,2,2,-6
Odyssey Sims,DAL,DAL vs. GS,08/08/2026,2026,L,25,3,0,4,0.0,0,1,0.0,3,4,75.0,0,2,2,4,0,0,0,2,-1
Karlie Samuelson,POR,POR vs. TOR,08/07/2026,2026,W,19,6,2,4,50.0,2,4,50.0,0,0,0.0,1,1,2,1,0,0,2,1,+13
Kayla McBride,MIN,MIN vs. LA,08/07/2026,2026,L,34,15,5,13,38.5,3,8,37.5,2,2,100.0,0,0,0,1,0,0,2,2,-1
Napheesa Collier,MIN,MIN vs. LA,08/07/2026,2026,L,34,21,10,20,50.0,1,4,25.0,0,0,0.0,5,3,8,6,1,0,3,4,+1
Natasha Howard,MIN,MIN vs. LA,08/07/2026,2026,L,25,8,2,4,50.0,0,0,0.0,4,4,100.0,2,4,6,3,2,1,2,5,-9
Monique Akoa Makani,LA,LA @ MIN,08/07/2026,2026,W,19,7,3,7,42.9,0,2,0.0,1,1,100.0,0,1,1,1,1,0,1,0,+20
Cameron Brink,LA,LA @ MIN,08/07/2026,2026,W,25,12,5,8,62.5,1,2,50.0,1,4,25.0,3,5,8,5,0,3,1,3,+22
Ariel Atkins,LA,LA @ MIN,08/07/2026,2026,W,29,7,2,5,40.0,1,2,50.0,2,2,100.0,0,2,2,6,1,0,2,4,0
Erica Wheeler,LA,LA @ MIN,08/07/2026,2026,W,30,12,5,13,38.5,2,6,33.3,0,0,0.0,0,4,4,9,0,0,0,2,0
Nneka Ogwumike,LA,LA @ MIN,08/07/2026,2026,W,30,16,7,13,53.8,2,4,50.0,0,0,0.0,3,4,7,0,2,1,5,0,-1
Teonni Key,TOR,TOR @ POR,08/07/2026,2026,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Carla Leite,POR,POR vs. TOR,08/07/2026,2026,W,30,27,5,12,41.7,2,5,40.0,15,17,88.2,1,3,4,11,0,0,4,4,+14
Megan DiLeo,POR,POR vs. TOR,08/07/2026,2026,W,28,17,8,12,66.7,0,2,0.0,1,2,50.0,1,2,3,2,0,2,2,2,+18
Emily Engstler,POR,POR vs. TOR,08/07/2026,2026,W,24,7,3,6,50.0,1,1,100.0,0,0,0.0,3,3,6,2,1,0,1,4,+18
Bridget Carleton,POR,POR vs. TOR,08/07/2026,2026,W,30,10,3,9,33.3,2,5,40.0,2,2,100.0,1,10,11,0,1,1,0,1,+17
Kiki Rice,TOR,TOR @ POR,08/07/2026,2026,L,18,5,1,1,100.0,1,1,100.0,2,2,100.0,0,0,0,1,0,0,2,1,-11
Aneesah Morrow,TOR,TOR @ POR,08/07/2026,2026,L,24,11,5,10,50.0,0,1,0.0,1,4,25.0,3,5,8,1,3,1,2,3,+1
Laura Juskaite,TOR,TOR @ POR,08/07/2026,2026,L,26,12,5,14,35.7,0,5,0.0,2,3,66.7,2,4,6,3,0,1,3,3,-8
Maria Conde,TOR,TOR @ POR,08/07/2026,2026,L,29,6,3,9,33.3,0,4,0.0,0,0,0.0,1,5,6,2,1,0,1,3,-4
Olivia Miles,MIN,MIN vs. LA,08/07/2026,2026,L,34,23,8,16,50.0,3,6,50.0,4,4,100.0,1,7,8,5,2,0,5,3,+1
Courtney Williams,MIN,MIN vs. LA,08/07/2026,2026,L,34,12,5,12,41.7,1,3,33.3,1,1,100.0,1,7,8,0,1,1,1,2,+3
Shakira Austin,WSH,WSH vs. ATL,08/07/2026,2026,W,27,21,7,11,63.6,1,1,100.0,6,8,75.0,2,9,11,3,0,5,6,5,-9
DeWanna Bonner,PHX,PHX @ CON,08/07/2026,2026,L,34,6,3,12,25.0,0,6,0.0,0,0,0.0,1,10,11,2,0,1,0,2,-9
Angel Reese,ATL,ATL @ WSH,08/07/2026,2026,L,33,7,1,12,8.3,0,0,0.0,5,8,62.5,7,9,16,2,2,1,2,5,-1
Cassandre Prosper,WSH,WSH vs. ATL,08/07/2026,2026,W,19,10,4,8,50.0,1,1,100.0,1,4,25.0,3,1,4,1,0,2,0,5,+7
Cotie McMahon,WSH,WSH vs. ATL,08/07/2026,2026,W,28,11,4,13,30.8,1,3,33.3,2,6,33.3,1,4,5,0,2,0,0,2,+1
Sonia Citron,WSH,WSH vs. ATL,08/07/2026,2026,W,32,14,5,10,50.0,2,3,66.7,2,4,50.0,0,3,3,3,1,1,3,3,+2
Alyssa Thomas,PHX,PHX @ CON,08/07/2026,2026,L,35,10,3,9,33.3,0,0,0.0,4,10,40.0,1,7,8,5,4,0,2,4,-5
Kiki Iriafen,WSH,WSH vs. ATL,08/07/2026,2026,W,32,15,6,10,60.0,1,2,50.0,2,6,33.3,3,4,7,5,2,0,4,4,+11
Brionna Jones,ATL,ATL @ WSH,08/07/2026,2026,L,21,4,2,8,25.0,0,1,0.0,0,0,0.0,2,5,7,3,0,1,3,4,-7
Jordin Canada,ATL,ATL @ WSH,08/07/2026,2026,L,35,9,2,6,33.3,0,2,0.0,5,9,55.6,1,2,3,7,2,0,5,5,-10
Allisha Gray,ATL,ATL @ WSH,08/07/2026,2026,L,38,26,11,23,47.8,2,9,22.2,2,3,66.7,0,6,6,2,1,1,1,3,-2
Isobel Borlase,ATL,ATL @ WSH,08/07/2026,2026,L,9,0,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,2,1,-6
Kennedy Burke,CON,CON vs. PHX,08/07/2026,2026,W,20,15,5,7,71.4,2,4,50.0,3,4,75.0,0,2,2,0,1,1,2,3,+5
Leila Lacan,CON,CON vs. PHX,08/07/2026,2026,W,31,9,3,9,33.3,0,3,0.0,3,4,75.0,0,3,3,4,1,0,3,3,0
Brittney Griner,CON,CON vs. PHX,08/07/2026,2026,W,24,5,2,6,33.3,0,0,0.0,1,2,50.0,2,5,7,4,0,2,3,1,-1
Diamond Miller,CON,CON vs. PHX,08/07/2026,2026,W,24,9,3,10,30.0,2,6,33.3,1,2,50.0,0,4,4,1,0,1,2,4,+2
Sami Whitcomb,PHX,PHX @ CON,08/07/2026,2026,L,13,5,1,4,25.0,1,3,33.3,2,2,100.0,0,1,1,1,1,0,0,1,+1
Kelsey Plum,PHX,PHX @ CON,08/07/2026,2026,L,28,25,9,16,56.2,3,7,42.9,4,6,66.7,0,0,0,3,1,0,3,5,-5
Kahleah Copper,PHX,PHX @ CON,08/07/2026,2026,L,34,16,6,15,40.0,1,6,16.7,3,5,60.0,0,2,2,4,2,0,3,2,+1
Aaliyah Edwards,CON,CON vs. PHX,08/07/2026,2026,W,24,14,5,7,71.4,0,0,0.0,4,5,80.0,1,7,8,0,0,0,0,2,+8
Monique Akoa Makani,LA,LA @ CHI,08/06/2026,2026,L,16,3,1,5,20.0,0,2,0.0,1,2,50.0,1,0,1,2,0,0,2,3,-8
Natasha Cloud,CHI,CHI vs. LA,08/06/2026,2026,W,32,15,6,10,60.0,2,5,40.0,1,1,100.0,0,5,5,9,2,1,1,0,+9
Courtney Vandersloot,CHI,CHI vs. LA,08/06/2026,2026,W,28,9,3,7,42.9,2,4,50.0,1,2,50.0,0,4,4,5,0,2,5,4,-10
Kamilla Cardoso,CHI,CHI vs. LA,08/06/2026,2026,W,29,15,4,9,44.4,0,0,0.0,7,9,77.8,2,5,7,3,0,2,3,5,+1
Nneka Ogwumike,LA,LA @ CHI,08/06/2026,2026,L,30,10,5,13,38.5,0,1,0.0,0,0,0.0,0,7,7,3,3,0,1,3,-1
Rae Burrell,LA,LA @ CHI,08/06/2026,2026,L,31,13,4,8,50.0,2,4,50.0,3,3,100.0,1,1,2,5,0,1,3,0,-10
Erica Wheeler,LA,LA @ CHI,08/06/2026,2026,L,24,14,6,9,66.7,2,3,66.7,0,0,0.0,0,2,2,5,0,0,2,3,+3
Dearica Hamby,LA,LA @ CHI,08/06/2026,2026,L,34,22,8,12,66.7,1,2,50.0,5,8,62.5,4,10,14,4,1,1,1,1,-6
Elizabeth Williams,CHI,CHI vs. LA,08/06/2026,2026,W,27,14,7,11,63.6,0,0,0.0,0,0,0.0,1,1,2,2,1,0,1,1,+12
Jacy Sheldon,CHI,CHI vs. LA,08/06/2026,2026,W,29,15,5,10,50.0,3,5,60.0,2,2,100.0,0,0,0,3,1,0,0,2,-1
Jewell Loyd,LV,LV @ IND,08/06/2026,2026,W,31,9,4,9,44.4,0,4,0.0,1,2,50.0,3,2,5,2,2,0,2,1,+10
NaLyssa Smith,LV,LV @ IND,08/06/2026,2026,W,37,14,7,11,63.6,0,0,0.0,0,1,0.0,5,4,9,1,0,1,3,4,+1
A'ja Wilson,LV,LV @ IND,08/06/2026,2026,W,37,26,10,25,40.0,0,2,0.0,6,6,100.0,1,12,13,3,1,2,3,3,+7
Sophie Cunningham,IND,IND vs. LV,08/06/2026,2026,L,28,2,0,2,0.0,0,1,0.0,2,2,100.0,0,3,3,0,0,0,0,0,0
Makayla Timpson,IND,IND vs. LV,08/06/2026,2026,L,32,4,2,6,33.3,0,0,0.0,0,0,0.0,2,9,11,0,1,1,3,0,+3
Caitlin Clark,IND,IND vs. LV,08/06/2026,2026,L,38,20,7,20,35.0,2,10,20.0,4,6,66.7,1,2,3,8,1,0,8,4,0
Kelsey Mitchell,IND,IND vs. LV,08/06/2026,2026,L,39,28,10,18,55.6,2,4,50.0,6,8,75.0,0,0,0,4,2,0,2,3,-8
Aliyah Boston,IND,IND vs. LV,08/06/2026,2026,L,38,21,9,15,60.0,3,5,60.0,0,0,0.0,1,11,12,2,3,2,4,5,-9
Jackie Young,LV,LV @ IND,08/06/2026,2026,W,35,22,8,21,38.1,2,8,25.0,4,5,80.0,1,3,4,9,1,0,3,5,+9
Chelsea Gray,LV,LV @ IND,08/06/2026,2026,W,40,11,4,10,40.0,3,5,60.0,0,0,0.0,0,2,2,7,4,0,5,5,+6
Natisha Hiedeman,SEA,SEA @ NY,08/05/2026,2026,L,29,2,1,7,14.3,0,2,0.0,0,0,0.0,1,1,2,6,0,0,4,2,-14
Marina Mabrey,TOR,TOR @ GS,08/05/2026,2026,L,35,12,4,11,36.4,0,4,0.0,4,4,100.0,0,5,5,6,0,0,3,4,-9
Laura Juskaite,TOR,TOR @ GS,08/05/2026,2026,L,25,11,3,7,42.9,1,3,33.3,4,4,100.0,0,3,3,1,2,0,2,1,+5
Jade Melbourne,SEA,SEA @ NY,08/05/2026,2026,L,30,13,5,11,45.5,0,2,0.0,3,3,100.0,0,1,1,7,1,1,2,3,+9
Awa Fam,SEA,SEA @ NY,08/05/2026,2026,L,23,13,5,11,45.5,3,6,50.0,0,0,0.0,2,3,5,3,0,0,1,2,+5
Breanna Stewart,NY,NY vs. SEA,08/05/2026,2026,W,33,28,12,22,54.5,1,4,25.0,3,4,75.0,0,8,8,2,0,1,1,2,+1
Jonquel Jones,NY,NY vs. SEA,08/05/2026,2026,W,30,14,5,12,41.7,1,6,16.7,3,3,100.0,4,11,15,7,0,2,2,1,+18
Rebecca Allen,NY,NY vs. SEA,08/05/2026,2026,W,19,12,4,6,66.7,2,2,100.0,2,2,100.0,0,1,1,0,2,0,1,1,+7
Sabrina Ionescu,NY,NY vs. SEA,08/05/2026,2026,W,31,15,4,14,28.6,1,6,16.7,6,6,100.0,2,3,5,6,2,0,0,2,+5
Pauline Astier,NY,NY vs. SEA,08/05/2026,2026,W,28,11,4,4,100.0,0,0,0.0,3,3,100.0,1,2,3,5,1,0,2,2,+20
Maria Conde,TOR,TOR @ GS,08/05/2026,2026,L,30,17,6,12,50.0,5,10,50.0,0,0,0.0,1,5,6,4,0,1,3,1,-11
Flau'jae Johnson,SEA,SEA @ NY,08/05/2026,2026,L,27,11,5,12,41.7,1,3,33.3,0,0,0.0,2,2,4,3,2,0,1,3,-8
Noemie Brochant,PHX,PHX @ ATL,08/05/2026,2026,L,28,7,3,6,50.0,1,2,50.0,0,0,0.0,0,1,1,3,0,0,1,2,-11
Dominique Malonga,SEA,SEA @ NY,08/05/2026,2026,L,30,31,14,20,70.0,2,4,50.0,1,2,50.0,3,7,10,3,2,1,1,2,-8
Aaliyah Nye,ATL,ATL vs. PHX,08/05/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Jaylyn Sherrod,ATL,ATL vs. PHX,08/05/2026,2026,W,10,3,1,2,50.0,1,1,100.0,0,0,0.0,0,2,2,1,0,1,0,0,+4
Shatori Walker-Kimbrough,ATL,ATL vs. PHX,08/05/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Madina Okot,ATL,ATL vs. PHX,08/05/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-2
Sika Kone,ATL,ATL vs. PHX,08/05/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Lexi Held,PHX,PHX @ ATL,08/05/2026,2026,L,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Kahleah Copper,PHX,PHX @ ATL,08/05/2026,2026,L,36,14,5,16,31.2,1,6,16.7,3,4,75.0,0,2,2,5,0,0,3,4,-9
Teonni Key,TOR,TOR @ GS,08/05/2026,2026,L,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Alyssa Thomas,PHX,PHX @ ATL,08/05/2026,2026,L,38,17,7,12,58.3,0,0,0.0,3,4,75.0,0,5,5,7,1,1,4,1,-8
DeWanna Bonner,PHX,PHX @ ATL,08/05/2026,2026,L,31,11,1,7,14.3,1,6,16.7,8,8,100.0,3,8,11,1,1,1,0,2,-9
Julie Allemand,TOR,TOR @ GS,08/05/2026,2026,L,31,7,3,5,60.0,1,2,50.0,0,0,0.0,0,1,1,8,4,0,0,3,+3
Kayla Thornton,GS,GS vs. TOR,08/05/2026,2026,W,28,20,6,10,60.0,4,7,57.1,4,4,100.0,0,2,2,1,0,0,0,1,+10
Shakira Austin,WSH,WSH vs. DAL,08/05/2026,2026,W,36,27,9,15,60.0,1,2,50.0,8,9,88.9,2,11,13,2,0,1,2,2,+7
Cotie McMahon,WSH,WSH vs. DAL,08/05/2026,2026,W,27,18,6,10,60.0,0,2,0.0,6,8,75.0,0,3,3,3,1,1,0,3,+13
Cassandre Prosper,WSH,WSH vs. DAL,08/05/2026,2026,W,6,0,0,4,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,2,-8
Kiki Iriafen,WSH,WSH vs. DAL,08/05/2026,2026,W,25,11,4,7,57.1,0,0,0.0,3,3,100.0,2,4,6,3,1,0,3,4,+6
Azzi Fudd,DAL,DAL @ WSH,08/05/2026,2026,L,34,9,2,8,25.0,1,4,25.0,4,4,100.0,0,1,1,3,3,0,3,5,-10
Paige Bueckers,DAL,DAL @ WSH,08/05/2026,2026,L,37,17,6,15,40.0,3,6,50.0,2,2,100.0,0,5,5,4,0,2,0,4,-6
Arike Ogunbowale,DAL,DAL @ WSH,08/05/2026,2026,L,33,15,4,10,40.0,2,4,50.0,5,6,83.3,1,2,3,5,0,0,2,4,+4
Alanna Smith,DAL,DAL @ WSH,08/05/2026,2026,L,32,21,9,17,52.9,2,7,28.6,1,5,20.0,3,8,11,1,2,3,3,5,+11
Jessica Shepard,DAL,DAL @ WSH,08/05/2026,2026,L,37,22,11,13,84.6,0,0,0.0,0,1,0.0,3,8,11,7,1,0,1,2,-6
Sonia Citron,WSH,WSH vs. DAL,08/05/2026,2026,W,37,12,4,11,36.4,1,6,16.7,3,4,75.0,0,2,2,3,2,0,1,3,-5
Gabby Williams,GS,GS vs. TOR,08/05/2026,2026,W,20,10,4,9,44.4,0,2,0.0,2,3,66.7,1,6,7,0,1,0,0,1,0
Tiffany Hayes,GS,GS vs. TOR,08/05/2026,2026,W,24,12,4,11,36.4,0,3,0.0,4,6,66.7,3,1,4,4,4,0,2,2,+14
Veronica Burton,GS,GS vs. TOR,08/05/2026,2026,W,33,12,2,9,22.2,1,6,16.7,7,9,77.8,4,4,8,7,1,0,0,3,+15
Kiah Stokes,GS,GS vs. TOR,08/05/2026,2026,W,27,7,3,5,60.0,1,2,50.0,0,0,0.0,3,4,7,1,0,2,2,1,+5
Kamilla Cardoso,CHI,CHI vs. PHX,08/04/2026,2026,L,28,16,8,15,53.3,0,0,0.0,0,0,0.0,5,8,13,5,0,1,0,4,-16
Kelsey Plum,PHX,PHX @ CHI,08/04/2026,2026,W,21,20,6,10,60.0,3,5,60.0,5,5,100.0,0,1,1,4,0,0,3,2,+12
Natasha Cloud,CHI,CHI vs. PHX,08/04/2026,2026,L,31,13,4,8,50.0,1,5,20.0,4,4,100.0,1,4,5,7,1,0,1,2,-14
DiJonai Carrington,CHI,CHI vs. PHX,08/04/2026,2026,L,20,16,4,10,40.0,1,4,25.0,7,12,58.3,0,1,1,0,0,0,0,4,-7
